size,sortedness,uniqueRatio,bestAlgorithm,datasetType
2966,0.00,1.0000,Merge,Reversed
1481,0.00,1.0000,Merge,Reversed
4423,0.00,1.0000,Merge,Reversed
4789,0.00,1.0000,Merge,Reversed
2641,0.00,1.0000,Merge,Reversed
1385,0.00,1.0000,Merge,Reversed
2186,0.00,1.0000,Merge,Reversed
2749,0.00,1.0000,Merge,Reversed
1752,0.00,1.0000,Merge,Reversed
3887,0.00,1.0000,Merge,Reversed
4776,0.00,1.0000,Merge,Reversed
1017,0.00,1.0000,Merge,Reversed
3583,0.00,1.0000,Merge,Reversed
1143,0.00,1.0000,Merge,Reversed
1973,0.00,1.0000,Merge,Reversed
3196,0.00,1.0000,Merge,Reversed
2861,0.00,1.0000,Merge,Reversed
2474,0.00,1.0000,Merge,Reversed
579,0.00,1.0000,Merge,Reversed
4116,0.00,1.0000,Merge,Reversed
3904,0.00,1.0000,Merge,Reversed
1855,0.00,1.0000,Merge,Reversed
3143,0.00,1.0000,Merge,Reversed
3785,0.00,1.0000,Merge,Reversed
2676,0.00,1.0000,Merge,Reversed
2648,0.00,1.0000,Merge,Reversed
2568,0.00,1.0000,Merge,Reversed
1181,0.00,1.0000,Merge,Reversed
3957,0.00,1.0000,Merge,Reversed
1376,0.00,1.0000,Merge,Reversed
930,0.00,1.0000,Merge,Reversed
4336,0.00,1.0000,Merge,Reversed
3731,0.00,1.0000,Merge,Reversed
2470,0.00,1.0000,Merge,Reversed
1785,0.00,1.0000,Merge,Reversed
4457,0.00,1.0000,Merge,Reversed
2605,0.00,1.0000,Merge,Reversed
1012,0.00,1.0000,Merge,Reversed
4864,0.00,1.0000,Merge,Reversed
4239,0.00,1.0000,Merge,Reversed
2612,0.00,1.0000,Merge,Reversed
3241,0.00,1.0000,Merge,Reversed
1507,0.00,1.0000,Merge,Reversed
2697,0.00,1.0000,Merge,Reversed
650,0.00,1.0000,Merge,Reversed
1839,0.00,1.0000,Merge,Reversed
3715,0.00,1.0000,Merge,Reversed
4276,0.00,1.0000,Merge,Reversed
2010,0.00,1.0000,Merge,Reversed
1258,0.00,1.0000,Merge,Reversed
3011,0.00,1.0000,Merge,Reversed
3250,0.00,1.0000,Merge,Reversed
2579,0.00,1.0000,Merge,Reversed
3656,0.00,1.0000,Merge,Reversed
4242,0.00,1.0000,Merge,Reversed
1505,0.00,1.0000,Merge,Reversed
2291,0.00,1.0000,Merge,Reversed
538,0.00,1.0000,Merge,Reversed
4846,0.00,1.0000,Merge,Reversed
3730,0.00,1.0000,Merge,Reversed
4964,0.00,1.0000,Merge,Reversed
2100,0.00,1.0000,Merge,Reversed
1004,0.00,1.0000,Merge,Reversed
2795,0.00,1.0000,Merge,Reversed
2225,0.00,1.0000,Merge,Reversed
3652,0.00,1.0000,Merge,Reversed
1955,0.00,1.0000,Merge,Reversed
2967,0.00,1.0000,Merge,Reversed
2570,0.00,1.0000,Merge,Reversed
2435,0.00,1.0000,Merge,Reversed
2793,0.00,1.0000,Merge,Reversed
2910,0.00,1.0000,Merge,Reversed
542,0.00,1.0000,Merge,Reversed
2396,0.00,1.0000,Merge,Reversed
4267,0.00,1.0000,Merge,Reversed
2435,0.00,1.0000,Merge,Reversed
850,0.00,1.0000,Merge,Reversed
906,0.00,1.0000,Merge,Reversed
3599,0.00,1.0000,Merge,Reversed
3336,0.00,1.0000,Merge,Reversed
4675,0.00,1.0000,Merge,Reversed
1520,0.00,1.0000,Merge,Reversed
4002,0.00,1.0000,Merge,Reversed
1208,0.00,1.0000,Merge,Reversed
3185,0.00,1.0000,Merge,Reversed
4340,0.00,1.0000,Merge,Reversed
3596,0.00,1.0000,Merge,Reversed
3850,0.00,1.0000,Merge,Reversed
3381,0.00,1.0000,Merge,Reversed
976,0.00,1.0000,Merge,Reversed
2374,0.00,1.0000,Merge,Reversed
4696,0.00,1.0000,Merge,Reversed
603,0.00,1.0000,Merge,Reversed
3060,0.00,1.0000,Merge,Reversed
3499,0.00,1.0000,Merge,Reversed
3687,0.00,1.0000,Merge,Reversed
2078,0.00,1.0000,Merge,Reversed
4486,0.00,1.0000,Merge,Reversed
4683,0.00,1.0000,Merge,Reversed
926,0.00,1.0000,Merge,Reversed
3635,0.00,1.0000,Merge,Reversed
2203,0.00,1.0000,Merge,Reversed
3311,0.00,1.0000,Merge,Reversed
3175,0.00,1.0000,Merge,Reversed
2107,0.00,1.0000,Merge,Reversed
4571,0.00,1.0000,Merge,Reversed
4583,0.00,1.0000,Merge,Reversed
1686,0.00,1.0000,Merge,Reversed
3768,0.00,1.0000,Merge,Reversed
1536,0.00,1.0000,Merge,Reversed
1040,0.00,1.0000,Merge,Reversed
4431,0.00,1.0000,Merge,Reversed
873,0.00,1.0000,Merge,Reversed
2579,0.00,1.0000,Merge,Reversed
4797,0.00,1.0000,Merge,Reversed
1549,0.00,1.0000,Merge,Reversed
3467,0.00,1.0000,Merge,Reversed
817,0.00,1.0000,Merge,Reversed
2455,0.00,1.0000,Merge,Reversed
2258,0.00,1.0000,Merge,Reversed
4883,0.00,1.0000,Merge,Reversed
3441,0.00,1.0000,Merge,Reversed
634,0.00,1.0000,Merge,Reversed
610,0.00,1.0000,Merge,Reversed
2243,0.00,1.0000,Merge,Reversed
1548,0.00,1.0000,Merge,Reversed
1666,0.00,1.0000,Merge,Reversed
2108,0.00,1.0000,Merge,Reversed
504,0.00,1.0000,Merge,Reversed
3211,0.00,1.0000,Merge,Reversed
2285,0.00,1.0000,Merge,Reversed
3639,0.00,1.0000,Merge,Reversed
1463,0.00,1.0000,Merge,Reversed
4355,0.00,1.0000,Merge,Reversed
833,0.00,1.0000,Merge,Reversed
1156,0.00,1.0000,Merge,Reversed
719,0.00,1.0000,Merge,Reversed
4588,0.00,1.0000,Merge,Reversed
3853,0.00,1.0000,Merge,Reversed
2919,0.00,1.0000,Merge,Reversed
1626,0.00,1.0000,Merge,Reversed
4692,0.00,1.0000,Merge,Reversed
1992,0.00,1.0000,Merge,Reversed
4453,0.00,1.0000,Merge,Reversed
3338,0.00,1.0000,Merge,Reversed
1170,0.00,1.0000,Merge,Reversed
3354,0.00,1.0000,Merge,Reversed
566,0.00,1.0000,Merge,Reversed
4773,0.00,1.0000,Merge,Reversed
3287,0.00,1.0000,Merge,Reversed
3674,0.00,1.0000,Merge,Reversed
578,0.00,1.0000,Merge,Reversed
1265,0.00,1.0000,Merge,Reversed
3639,0.00,1.0000,Merge,Reversed
4967,0.00,1.0000,Merge,Reversed
828,0.00,1.0000,Merge,Reversed
3632,0.00,1.0000,Merge,Reversed
3529,0.00,1.0000,Merge,Reversed
4563,0.00,1.0000,Merge,Reversed
3542,0.00,1.0000,Merge,Reversed
1637,0.00,1.0000,Merge,Reversed
1258,0.00,1.0000,Merge,Reversed
2907,0.00,1.0000,Merge,Reversed
4092,0.00,1.0000,Merge,Reversed
3995,0.00,1.0000,Merge,Reversed
2070,0.00,1.0000,Merge,Reversed
1342,0.00,1.0000,Merge,Reversed
3557,0.00,1.0000,Merge,Reversed
952,0.00,1.0000,Merge,Reversed
1909,0.00,1.0000,Merge,Reversed
3650,0.00,1.0000,Merge,Reversed
3435,0.00,1.0000,Merge,Reversed
1198,0.00,1.0000,Merge,Reversed
1531,0.00,1.0000,Merge,Reversed
1223,0.00,1.0000,Merge,Reversed
2805,0.00,1.0000,Merge,Reversed
1257,0.00,1.0000,Merge,Reversed
1036,0.00,1.0000,Merge,Reversed
4839,0.00,1.0000,Merge,Reversed
1148,0.00,1.0000,Merge,Reversed
4818,0.00,1.0000,Merge,Reversed
1446,0.00,1.0000,Merge,Reversed
4289,0.00,1.0000,Merge,Reversed
814,0.00,1.0000,Merge,Reversed
3673,0.00,1.0000,Merge,Reversed
1491,0.00,1.0000,Merge,Reversed
3954,0.00,1.0000,Merge,Reversed
3923,0.00,1.0000,Merge,Reversed
2578,0.00,1.0000,Merge,Reversed
1351,0.00,1.0000,Merge,Reversed
3570,0.00,1.0000,Merge,Reversed
4569,0.00,1.0000,Merge,Reversed
4224,0.00,1.0000,Merge,Reversed
1560,0.00,1.0000,Merge,Reversed
4219,0.00,1.0000,Merge,Reversed
543,0.00,1.0000,Merge,Reversed
2402,0.00,1.0000,Merge,Reversed
1091,0.00,1.0000,Merge,Reversed
791,0.00,1.0000,Merge,Reversed
805,0.00,1.0000,Merge,Reversed
3439,0.00,1.0000,Merge,Reversed
556,0.00,1.0000,Insertion,Reversed
2402,0.00,1.0000,Merge,Reversed
1368,0.00,1.0000,Merge,Reversed
3948,0.00,1.0000,Merge,Reversed
3598,0.00,1.0000,Merge,Reversed
3768,0.00,1.0000,Merge,Reversed
1840,0.00,1.0000,Merge,Reversed
1095,0.00,1.0000,Merge,Reversed
880,0.00,1.0000,Merge,Reversed
3000,0.00,1.0000,Merge,Reversed
4743,0.00,1.0000,Merge,Reversed
793,0.00,1.0000,Merge,Reversed
4048,0.00,1.0000,Merge,Reversed
1233,0.00,1.0000,Merge,Reversed
3005,0.00,1.0000,Merge,Reversed
980,0.00,1.0000,Merge,Reversed
2916,0.00,1.0000,Merge,Reversed
991,0.00,1.0000,Merge,Reversed
1810,0.00,1.0000,Merge,Reversed
3906,0.00,1.0000,Merge,Reversed
4921,0.00,1.0000,Merge,Reversed
3285,0.00,1.0000,Merge,Reversed
1857,0.00,1.0000,Merge,Reversed
2561,0.00,1.0000,Merge,Reversed
765,0.00,1.0000,Merge,Reversed
3821,0.00,1.0000,Merge,Reversed
1856,0.00,1.0000,Merge,Reversed
4841,0.00,1.0000,Merge,Reversed
3314,0.00,1.0000,Merge,Reversed
1662,0.00,1.0000,Merge,Reversed
3537,0.00,1.0000,Merge,Reversed
1183,0.00,1.0000,Merge,Reversed
4188,0.00,1.0000,Merge,Reversed
2081,0.00,1.0000,Merge,Reversed
1688,0.00,1.0000,Merge,Reversed
3337,0.00,1.0000,Merge,Reversed
4753,0.00,1.0000,Merge,Reversed
2858,0.00,1.0000,Merge,Reversed
813,0.00,1.0000,Merge,Reversed
2707,0.00,1.0000,Merge,Reversed
3128,0.00,1.0000,Merge,Reversed
4018,0.00,1.0000,Merge,Reversed
1951,0.00,1.0000,Merge,Reversed
1114,0.00,1.0000,Merge,Reversed
4999,0.00,1.0000,Merge,Reversed
3386,0.00,1.0000,Merge,Reversed
4174,0.00,1.0000,Merge,Reversed
628,0.00,1.0000,Merge,Reversed
3161,0.00,1.0000,Merge,Reversed
2217,0.00,1.0000,Merge,Reversed
4345,0.00,1.0000,Merge,Reversed
2334,0.00,1.0000,Merge,Reversed
4697,0.00,1.0000,Merge,Reversed
4385,0.00,1.0000,Merge,Reversed
4719,0.00,1.0000,Merge,Reversed
531,0.00,1.0000,Merge,Reversed
3176,0.00,1.0000,Merge,Reversed
2638,0.00,1.0000,Merge,Reversed
4999,0.00,1.0000,Merge,Reversed
4452,0.00,1.0000,Merge,Reversed
2380,0.00,1.0000,Merge,Reversed
2540,0.00,1.0000,Merge,Reversed
1500,0.00,1.0000,Merge,Reversed
1574,0.00,1.0000,Merge,Reversed
3364,0.00,1.0000,Merge,Reversed
589,0.00,1.0000,Insertion,Reversed
953,0.00,1.0000,Merge,Reversed
3396,0.00,1.0000,Merge,Reversed
4147,0.00,1.0000,Merge,Reversed
3892,0.00,1.0000,Merge,Reversed
835,0.00,1.0000,Merge,Reversed
3985,0.00,1.0000,Merge,Reversed
4736,0.00,1.0000,Merge,Reversed
832,0.00,1.0000,Merge,Reversed
2119,0.00,1.0000,Merge,Reversed
3374,0.00,1.0000,Merge,Reversed
4457,0.00,1.0000,Merge,Reversed
4501,0.00,1.0000,Merge,Reversed
2260,0.00,1.0000,Merge,Reversed
3019,0.00,1.0000,Merge,Reversed
3732,0.00,1.0000,Merge,Reversed
4240,0.00,1.0000,Merge,Reversed
811,0.00,1.0000,Merge,Reversed
3668,0.00,1.0000,Merge,Reversed
1401,0.00,1.0000,Merge,Reversed
1404,0.00,1.0000,Merge,Reversed
2684,0.00,1.0000,Merge,Reversed
4506,0.00,1.0000,Merge,Reversed
1969,0.00,1.0000,Merge,Reversed
684,0.00,1.0000,Merge,Reversed
3126,0.00,1.0000,Merge,Reversed
4742,0.00,1.0000,Merge,Reversed
3909,0.00,1.0000,Merge,Reversed
3202,0.00,1.0000,Merge,Reversed
834,0.00,1.0000,Merge,Reversed
1110,0.00,1.0000,Merge,Reversed
3492,0.00,1.0000,Merge,Reversed
921,0.00,1.0000,Merge,Reversed
4016,0.00,1.0000,Merge,Reversed
4331,0.00,1.0000,Merge,Reversed
1597,0.00,1.0000,Merge,Reversed
2830,0.00,1.0000,Merge,Reversed
3352,0.00,1.0000,Merge,Reversed
1990,0.00,1.0000,Merge,Reversed
4999,0.00,1.0000,Merge,Reversed
1334,0.00,1.0000,Merge,Reversed
4977,0.00,1.0000,Merge,Reversed
1789,0.00,1.0000,Merge,Reversed
2942,0.00,1.0000,Merge,Reversed
2006,0.00,1.0000,Merge,Reversed
3844,0.00,1.0000,Merge,Reversed
1840,0.00,1.0000,Merge,Reversed
2839,0.00,1.0000,Merge,Reversed
1260,0.00,1.0000,Merge,Reversed
4568,0.00,1.0000,Merge,Reversed
3567,0.00,1.0000,Merge,Reversed
3140,0.00,1.0000,Merge,Reversed
3583,0.00,1.0000,Merge,Reversed
4542,0.00,1.0000,Merge,Reversed
343,54.68,0.0292,Quick,FewUnique
217,57.87,0.0276,Insertion,FewUnique
293,58.90,0.0171,Quick,FewUnique
381,60.53,0.0131,Quick,FewUnique
395,63.71,0.0101,Insertion,FewUnique
292,59.79,0.0171,Quick,FewUnique
161,57.50,0.0311,Insertion,FewUnique
275,63.87,0.0145,Insertion,FewUnique
225,54.91,0.0400,Insertion,FewUnique
186,58.92,0.0430,Insertion,FewUnique
393,66.07,0.0076,Insertion,FewUnique
494,61.46,0.0081,Quick,FewUnique
310,58.58,0.0194,Quick,FewUnique
176,56.57,0.0511,Insertion,FewUnique
460,54.68,0.0239,Quick,FewUnique
281,59.64,0.0178,Quick,FewUnique
157,55.13,0.0637,Insertion,FewUnique
134,60.15,0.0522,Insertion,FewUnique
484,53.62,0.0207,Quick,FewUnique
117,65.52,0.0342,Insertion,FewUnique
127,54.76,0.0709,Insertion,FewUnique
218,76.50,0.0092,Insertion,FewUnique
48,57.45,0.1875,Insertion,FewUnique
123,67.21,0.0244,Insertion,FewUnique
451,53.11,0.0222,Quick,FewUnique
418,60.91,0.0144,Quick,FewUnique
162,60.25,0.0247,Insertion,FewUnique
280,54.84,0.0286,Insertion,FewUnique
399,55.28,0.0251,Quick,FewUnique
479,56.28,0.0188,Quick,FewUnique
453,58.63,0.0132,Quick,FewUnique
473,59.53,0.0106,Quick,FewUnique
160,74.84,0.0125,Insertion,FewUnique
399,55.53,0.0251,Quick,FewUnique
267,57.14,0.0300,Insertion,FewUnique
284,56.18,0.0387,Quick,FewUnique
192,55.50,0.0417,Quick,FewUnique
62,45.90,0.1290,Insertion,FewUnique
140,69.78,0.0214,Insertion,FewUnique
336,59.70,0.0179,Insertion,FewUnique
372,67.65,0.0081,Quick,FewUnique
293,66.10,0.0102,Insertion,FewUnique
12,63.64,0.4167,Bubble,FewUnique
349,57.18,0.0201,Quick,FewUnique
290,55.71,0.0310,Quick,FewUnique
89,53.41,0.1011,Insertion,FewUnique
117,67.24,0.0256,Insertion,FewUnique
403,58.46,0.0174,Quick,FewUnique
350,73.07,0.0057,Insertion,FewUnique
175,54.60,0.0343,Insertion,FewUnique
35,58.82,0.2286,Insertion,FewUnique
134,56.39,0.0821,Insertion,FewUnique
130,51.94,0.0769,Insertion,FewUnique
138,57.66,0.0435,Insertion,FewUnique
288,60.98,0.0174,Insertion,FewUnique
134,57.14,0.0448,Insertion,FewUnique
34,63.64,0.0882,Insertion,FewUnique
500,55.51,0.0220,Quick,FewUnique
381,56.32,0.0236,Quick,FewUnique
362,57.06,0.0221,Quick,FewUnique
193,55.73,0.0415,Insertion,FewUnique
64,71.43,0.0312,Insertion,FewUnique
121,69.17,0.0165,Insertion,FewUnique
285,55.63,0.0386,Quick,FewUnique
258,54.09,0.0310,Quick,FewUnique
358,59.66,0.0140,Quick,FewUnique
109,55.56,0.0642,Insertion,FewUnique
243,56.61,0.0247,Quick,FewUnique
350,54.15,0.0286,Quick,FewUnique
162,56.52,0.0370,Quick,FewUnique
46,73.33,0.0652,Insertion,FewUnique
25,54.17,0.3600,Insertion,FewUnique
46,57.78,0.1087,Insertion,FewUnique
380,55.41,0.0289,Quick,FewUnique
386,59.48,0.0155,Quick,FewUnique
161,61.88,0.0311,Insertion,FewUnique
400,55.89,0.0275,Quick,FewUnique
500,57.52,0.0140,Quick,FewUnique
435,53.69,0.0253,Quick,FewUnique
193,62.50,0.0207,Insertion,FewUnique
44,46.51,0.1591,Insertion,FewUnique
452,57.21,0.0155,Quick,FewUnique
416,57.11,0.0192,Quick,FewUnique
399,53.77,0.0226,Quick,FewUnique
260,61.00,0.0154,Insertion,FewUnique
22,57.14,0.4545,Bubble,FewUnique
459,60.04,0.0109,Quick,FewUnique
220,55.71,0.0500,Quick,FewUnique
494,61.66,0.0081,Quick,FewUnique
210,57.42,0.0333,Quick,FewUnique
360,57.38,0.0222,Quick,FewUnique
12,81.82,0.1667,Bubble,FewUnique
441,59.77,0.0113,Quick,FewUnique
205,52.94,0.0439,Insertion,FewUnique
334,54.65,0.0240,Quick,FewUnique
105,55.77,0.0857,Insertion,FewUnique
334,55.86,0.0299,Quick,FewUnique
360,69.64,0.0083,Insertion,FewUnique
270,57.62,0.0407,Quick,FewUnique
298,57.58,0.0336,Quick,FewUnique
155,59.09,0.0258,Insertion,FewUnique
142,60.99,0.0563,Insertion,FewUnique
293,60.62,0.0205,Quick,FewUnique
166,61.21,0.0301,Insertion,FewUnique
398,59.95,0.0126,Quick,FewUnique
331,55.76,0.0272,Quick,FewUnique
132,61.07,0.0303,Insertion,FewUnique
232,59.74,0.0216,Insertion,FewUnique
175,58.62,0.0286,Insertion,FewUnique
37,55.56,0.2432,Insertion,FewUnique
282,55.16,0.0248,Quick,FewUnique
208,53.14,0.0481,Quick,FewUnique
111,56.36,0.0450,Insertion,FewUnique
73,59.72,0.0959,Insertion,FewUnique
417,63.46,0.0096,Insertion,FewUnique
267,68.05,0.0112,Insertion,FewUnique
377,55.85,0.0212,Quick,FewUnique
213,55.19,0.0376,Insertion,FewUnique
387,61.14,0.0129,Quick,FewUnique
478,62.26,0.0084,Insertion,FewUnique
95,64.89,0.0421,Insertion,FewUnique
122,54.55,0.0656,Insertion,FewUnique
42,58.54,0.2381,Insertion,FewUnique
367,67.76,0.0082,Insertion,FewUnique
247,58.94,0.0202,Quick,FewUnique
247,55.28,0.0283,Quick,FewUnique
388,57.11,0.0155,Quick,FewUnique
26,52.00,0.2692,Insertion,FewUnique
446,57.75,0.0135,Quick,FewUnique
365,57.42,0.0301,Quick,FewUnique
178,61.58,0.0225,Insertion,FewUnique
414,66.10,0.0072,Quick,FewUnique
479,74.27,0.0042,Insertion,FewUnique
482,60.29,0.0104,Quick,FewUnique
193,54.17,0.0570,Insertion,FewUnique
201,54.00,0.0448,Insertion,FewUnique
221,54.55,0.0362,Quick,FewUnique
413,57.77,0.0169,Quick,FewUnique
150,53.02,0.0733,Insertion,FewUnique
291,56.55,0.0275,Insertion,FewUnique
461,56.30,0.0217,Quick,FewUnique
115,57.89,0.0609,Insertion,FewUnique
341,55.29,0.0264,Quick,FewUnique
150,51.68,0.0733,Insertion,FewUnique
395,53.05,0.0228,Quick,FewUnique
181,57.22,0.0442,Quick,FewUnique
322,62.31,0.0155,Quick,FewUnique
367,62.30,0.0109,Insertion,FewUnique
365,65.93,0.0082,Insertion,FewUnique
497,65.93,0.0060,Insertion,FewUnique
207,66.99,0.0145,Insertion,FewUnique
121,57.50,0.0909,Insertion,FewUnique
394,63.87,0.0076,Quick,FewUnique
497,76.81,0.0040,Insertion,FewUnique
225,75.89,0.0089,Insertion,FewUnique
306,53.11,0.0359,Quick,FewUnique
227,73.89,0.0088,Insertion,FewUnique
206,60.98,0.0194,Quick,FewUnique
112,63.06,0.0446,Insertion,FewUnique
118,61.54,0.0339,Insertion,FewUnique
485,61.57,0.0103,Quick,FewUnique
322,56.07,0.0248,Quick,FewUnique
260,62.16,0.0154,Insertion,FewUnique
80,55.70,0.1125,Insertion,FewUnique
326,54.77,0.0245,Quick,FewUnique
500,75.75,0.0040,Insertion,FewUnique
272,57.20,0.0294,Quick,FewUnique
333,58.43,0.0180,Quick,FewUnique
145,54.86,0.0759,Insertion,FewUnique
252,65.74,0.0119,Insertion,FewUnique
409,66.18,0.0073,Insertion,FewUnique
342,56.30,0.0292,Quick,FewUnique
496,58.99,0.0121,Quick,FewUnique
106,53.33,0.1038,Insertion,FewUnique
309,53.57,0.0259,Quick,FewUnique
337,54.17,0.0326,Quick,FewUnique
204,57.64,0.0196,Quick,FewUnique
464,65.44,0.0065,Insertion,FewUnique
172,52.05,0.0523,Insertion,FewUnique
457,57.24,0.0153,Quick,FewUnique
99,62.24,0.0505,Insertion,FewUnique
415,57.73,0.0193,Quick,FewUnique
437,58.03,0.0160,Quick,FewUnique
399,55.53,0.0251,Quick,FewUnique
458,54.05,0.0240,Quick,FewUnique
363,58.01,0.0165,Quick,FewUnique
362,65.65,0.0110,Quick,FewUnique
43,54.76,0.2326,Insertion,FewUnique
324,54.18,0.0309,Quick,FewUnique
68,56.72,0.1029,Insertion,FewUnique
334,54.35,0.0210,Quick,FewUnique
99,60.20,0.0808,Insertion,FewUnique
97,60.42,0.0722,Insertion,FewUnique
216,66.05,0.0139,Insertion,FewUnique
222,56.56,0.0360,Quick,FewUnique
245,56.97,0.0449,Insertion,FewUnique
50,63.27,0.0800,Insertion,FewUnique
474,57.93,0.0232,Quick,FewUnique
47,76.09,0.0638,Insertion,FewUnique
489,53.48,0.0204,Quick,FewUnique
457,56.58,0.0131,Quick,FewUnique
11,60.00,0.7273,Bubble,FewUnique
397,56.31,0.0277,Quick,FewUnique
220,51.60,0.0500,Insertion,FewUnique
120,58.82,0.0667,Insertion,FewUnique
355,58.19,0.0197,Quick,FewUnique
62,55.74,0.1290,Insertion,FewUnique
451,57.78,0.0200,Quick,FewUnique
398,63.98,0.0101,Quick,FewUnique
168,58.68,0.0714,Insertion,FewUnique
22,47.62,0.4545,Insertion,FewUnique
130,53.49,0.0846,Insertion,FewUnique
167,55.42,0.0539,Insertion,FewUnique
412,55.96,0.0146,Quick,FewUnique
19,55.56,0.2632,Bubble,FewUnique
221,52.73,0.0362,Insertion,FewUnique
169,54.76,0.0592,Insertion,FewUnique
443,66.06,0.0068,Insertion,FewUnique
425,57.08,0.0188,Quick,FewUnique
144,74.83,0.0139,Insertion,FewUnique
131,55.38,0.0611,Insertion,FewUnique
370,66.40,0.0081,Quick,FewUnique
36,65.71,0.1111,Insertion,FewUnique
361,66.67,0.0111,Insertion,FewUnique
74,58.90,0.1486,Insertion,FewUnique
499,57.83,0.0160,Quick,FewUnique
204,57.14,0.0343,Insertion,FewUnique
442,75.96,0.0045,Insertion,FewUnique
473,56.14,0.0148,Quick,FewUnique
22,47.62,0.2273,Insertion,FewUnique
469,56.41,0.0171,Quick,FewUnique
471,55.74,0.0170,Quick,FewUnique
134,62.41,0.0224,Insertion,FewUnique
186,57.84,0.0269,Insertion,FewUnique
350,74.50,0.0057,Insertion,FewUnique
295,56.46,0.0237,Quick,FewUnique
43,66.67,0.0930,Insertion,FewUnique
265,57.95,0.0226,Insertion,FewUnique
402,60.10,0.0124,Quick,FewUnique
84,59.04,0.0952,Insertion,FewUnique
404,56.82,0.0223,Quick,FewUnique
20,52.63,0.3500,Bubble,FewUnique
426,61.88,0.0094,Quick,FewUnique
325,66.36,0.0092,Insertion,FewUnique
133,59.09,0.0451,Insertion,FewUnique
207,66.99,0.0145,Quick,FewUnique
165,58.54,0.0424,Quick,FewUnique
51,64.00,0.1373,Insertion,FewUnique
345,59.59,0.0174,Quick,FewUnique
55,64.81,0.0909,Insertion,FewUnique
385,65.62,0.0078,Insertion,FewUnique
217,58.80,0.0230,Insertion,FewUnique
488,56.88,0.0123,Quick,FewUnique
157,56.41,0.0701,Insertion,FewUnique
213,67.45,0.0141,Insertion,FewUnique
267,56.77,0.0225,Insertion,FewUnique
474,67.44,0.0063,Insertion,FewUnique
170,60.36,0.0294,Insertion,FewUnique
297,56.76,0.0370,Quick,FewUnique
192,58.12,0.0260,Quick,FewUnique
354,62.61,0.0113,Insertion,FewUnique
202,56.72,0.0347,Quick,FewUnique
217,56.02,0.0507,Insertion,FewUnique
230,55.90,0.0435,Quick,FewUnique
160,74.84,0.0125,Insertion,FewUnique
452,63.86,0.0088,Quick,FewUnique
88,79.31,0.0227,Insertion,FewUnique
176,52.57,0.0511,Insertion,FewUnique
229,59.21,0.0262,Insertion,FewUnique
271,55.19,0.0406,Quick,FewUnique
31,73.33,0.0645,Insertion,FewUnique
405,55.69,0.0296,Quick,FewUnique
237,63.14,0.0169,Insertion,FewUnique
103,57.84,0.1068,Insertion,FewUnique
422,63.18,0.0095,Insertion,FewUnique
319,56.29,0.0313,Quick,FewUnique
126,58.40,0.0397,Insertion,FewUnique
110,55.05,0.1000,Insertion,FewUnique
274,56.41,0.0328,Quick,FewUnique
223,61.71,0.0179,Insertion,FewUnique
399,57.54,0.0201,Quick,FewUnique
91,62.22,0.0989,Insertion,FewUnique
227,57.52,0.0220,Insertion,FewUnique
16,60.00,0.3750,Bubble,FewUnique
415,61.35,0.0096,Insertion,FewUnique
247,55.69,0.0445,Insertion,FewUnique
385,61.72,0.0130,Quick,FewUnique
412,57.42,0.0218,Quick,FewUnique
129,66.41,0.0233,Insertion,FewUnique
266,57.36,0.0338,Quick,FewUnique
475,67.09,0.0063,Insertion,FewUnique
260,57.14,0.0346,Quick,FewUnique
90,61.80,0.0444,Insertion,FewUnique
72,57.75,0.0972,Insertion,FewUnique
21,55.00,0.4286,Bubble,FewUnique
367,59.84,0.0136,Quick,FewUnique
110,54.13,0.1000,Insertion,FewUnique
172,59.06,0.0407,Quick,FewUnique
69,54.41,0.1594,Insertion,FewUnique
369,55.43,0.0217,Quick,FewUnique
160,59.12,0.0500,Insertion,FewUnique
119,61.86,0.0840,Insertion,FewUnique
142,57.45,0.0704,Insertion,FewUnique
25,79.17,0.3200,Insertion,FewUnique
35,64.71,0.2571,Insertion,FewUnique
259,53.49,0.0425,Quick,FewUnique
225,65.18,0.0133,Insertion,FewUnique
233,60.34,0.0172,Insertion,FewUnique
185,68.48,0.0162,Insertion,FewUnique
83,57.32,0.0602,Insertion,FewUnique
24,65.22,0.2083,Bubble,FewUnique
476,62.53,0.0084,Insertion,FewUnique
413,64.32,0.0097,Quick,FewUnique
409,52.45,0.0269,Quick,FewUnique
55,57.41,0.1636,Insertion,FewUnique
22,61.90,0.2273,Insertion,FewUnique
155,66.88,0.0194,Insertion,FewUnique
399,59.30,0.0125,Quick,FewUnique
66,53.85,0.1212,Insertion,FewUnique
458,55.58,0.0175,Quick,FewUnique
431,56.05,0.0186,Quick,FewUnique
494,61.26,0.0121,Quick,FewUnique
400,61.90,0.0125,Insertion,FewUnique
365,59.34,0.0164,Quick,FewUnique
468,59.53,0.0107,Quick,FewUnique
175,68.97,0.0171,Insertion,FewUnique
493,53.86,0.0203,Quick,FewUnique
83,65.85,0.0482,Insertion,FewUnique
419,52.87,0.0263,Quick,FewUnique
306,55.08,0.0294,Quick,FewUnique
431,77.67,0.0046,Insertion,FewUnique
494,57.00,0.0142,Quick,FewUnique
201,58.50,0.0398,Quick,FewUnique
1493,51.27,0.0221,Quick,FewUnique
1836,55.48,0.0044,Quick,FewUnique
752,49.80,0.0625,Quick,FewUnique
843,53.80,0.0142,Quick,FewUnique
524,51.82,0.0954,Quick,FewUnique
